item_id,model_id,precision,no_rag,with_rag
clinical_astra_b06_018,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b06_018,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b06_018,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b06_018,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,1.0
clinical_astra_b06_018,meta-llama/Llama-3.1-8B-Instruct,NF4,1.0,1.0
clinical_astra_b06_018,meta-llama/Llama-3.2-1B-Instruct,BF16,0.0,0.0
clinical_astra_b06_018,meta-llama/Llama-3.2-1B-Instruct,NF4,0.0,0.0
clinical_astra_b06_018,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b06_018,microsoft/phi-4,NF4,0.0,1.0
clinical_astra_b06_019,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b06_019,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b06_019,XHToken/Spark-X2.5-4B,BF16,1.0,0.0
clinical_astra_b06_019,XHToken/Spark-X2.5-4B,NF4,1.0,0.0
clinical_astra_b06_019,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b06_019,google/gemma-3-27b-it,NF4,1.0,1.0
clinical_astra_b06_019,google/gemma-4-12B-it,NF4,1.0,1.0
clinical_astra_b06_019,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b06_019,meta-llama/Llama-3.1-8B-Instruct,BF16,1.0,0.0
clinical_astra_b06_019,meta-llama/Llama-3.2-1B-Instruct,BF16,1.0,0.0
clinical_astra_b06_019,meta-llama/Llama-3.2-1B-Instruct,NF4,1.0,0.0
clinical_astra_b06_019,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b06_019,microsoft/phi-4,NF4,1.0,0.0
clinical_astra_b06_020,Qwen/Qwen3.8-27B,BF16,1.0,1.0
clinical_astra_b06_020,Qwen/Qwen3.8-27B,NF4,1.0,1.0
clinical_astra_b06_020,anthropic/claude-opus-4.8,API,1.0,1.0
clinical_astra_b06_020,gemini-3.8-flash,API,1.0,1.0
clinical_astra_b06_020,google/gemma-3-12b-it,BF16,0.0,0.0
clinical_astra_b06_020,google/gemma-3-27b-it,BF16,1.0,1.0
clinical_astra_b06_020,google/gemma-4-12B-it,BF16,1.0,1.0
clinical_astra_b06_020,gpt-5.5-2026-04-23,API,1.0,1.0
clinical_astra_b06_020,meta-llama/Llama-3.1-8B-Instruct,BF16,0.0,0.0
clinical_astra_b06_020,microsoft/phi-4,BF16,1.0,1.0
clinical_astra_b06_020,microsoft/phi-4,NF4,1.0,1.0
